Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip 
CENTRAL PARKING SYSTEM OF NEW YORK INC.,Garage - 049,Surcharge/Overcharge - S02,04/15/2015,06/08/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,21.00,360,W 31ST ST,11,NEW YORK,NY,10001,10075
M.C.K.C. ENTERPRISES INC.,Home Improvement Contractor - 100,Breach of Contract - B03,11/10/2015,12/11/2015,Referred to Outside - RTO,NA,0.00,717,EDGEGROVE AVE,,STATEN ISLAND,NY,10312,10306
I DO CELEBRATE,Other,,12/23/2014,02/06/2015,No Business Response - NVR,No,0.00,57,W 57TH ST,4,NEW YORK,NY,10019,10036
"SINDY'S FURNITURE, INC. #2",Furniture Sales - 242,Misrepresentation - M01,10/23/2015,11/18/2015,Advised to Sue - ATS,No,0.00,14512,JAMAICA AVE,,JAMAICA,NY,11435,11435
D & D'S IMPRESSIVE AUTO COLLISION INC.,Tow Truck Company - 124,Billing Dispute - B02,09/22/2015,10/07/2015,Cash Amount - AMT,Yes,359.00,334,E 126TH ST,,NEW YORK,NY,10035,11234
KINGS WORLD CONSTRUCTION CORP.,Home Improvement Contractor - 100,Quality of Work - Q01,11/05/2015,01/05/2016,Referred to Hearing - RTH,No,0.00,1602,E 55TH ST,FL 1,BROOKLYN,NY,11234,11234
"UNITED RECOVERY SYSTEMS, LP",Debt Collection Agency - 122,Billing Dispute - B02,01/28/2015,02/18/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,5800,N COURSE DR,,HOUSTON,TX,77072,11103
"WZ NY EASTERN WIRELESS, INC.",Electronic Store - 001,Refund Policy - R01,02/26/2015,04/16/2015,Goods Exchanged - GEX,Yes,780.00,13620,ROOSEVELT AVE,STE 118,FLUSHING,NY,11354,11209
KRISTAL AUTO MALL CORP.,Secondhand Dealer Auto - 005,Breach of Contract - B03,05/22/2015,07/24/2015,Advised to Sue - ATS,No,0.00,5200,KINGS HWY,,BROOKLYN,NY,11234,11236
"BERSHAD, JEFFREY",Home Improvement Contractor - 100,Quality of Work - Q01,11/14/2014,01/22/2015,No Consumer Response - NCR,NA,0.00,8710,101ST AVE,,OZONE PARK,NY,11416,11365
"AllianceOne Receivables Management, Inc.",Debt Collection Agency - 122,Billing Dispute - B02,10/06/2015,10/19/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,6565,KIMBALL DR,200,GIG HARBOR,WA,98335,10029
"KIM'S RAINBOW CLEANERS, INC.",Dry Cleaners - 230,Damaged Goods - D01,02/17/2016,03/21/2016,No Consumer Response - NCR,NA,0.00,11411,BEACH CHANNEL DR,,ROCKAWAY PARK,NY,11694,11694
IMAGINATION,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/12/2015,06/08/2015,Advised to Sue - ATS,No,0.00,,,,,,,96706
ASHLEY FURNITURE,Furniture Sales - 242,Damaged Goods - D01,02/13/2015,03/12/2015,Goods Exchanged - GEX,Yes,1501.00,1,ASHLEY WAY,,ARCADIA,WI,54612,11216
HANDY,Other,Refund Policy - R01,11/06/2015,12/02/2015,Unable to Locate Business - ULV,NA,0.00,134,W 29TH ST,5,NEW YORK,NY,10001,10462
"MIDLAND CREDIT MANAGEMENT, INC.",Debt Collection Agency - 122,Billing Dispute - B02,02/12/2015,03/05/2015,Bill Reduced - BLR,Yes,390.00,3111,CAMINO DEL RIO N,1300,SAN DIEGO,CA,92108,11206
NINO'S RESTAURANT,Restaurant - 818,Surcharge/Overcharge - S02,02/23/2015,03/27/2015,Cash Amount - AMT,Yes,22.00,1110,HYLAN BLVD,,STATEN ISLAND,NY,10305,10304
"I. C. SYSTEM, INC.",Debt Collection Agency - 122,Billing Dispute - B02,01/02/2015,01/21/2015,Bill Reduced - BLR,Yes,1021.00,,,,,,,99775
Graham's Home Improvements,Home Improvement Contractor - 100,Breach of Contract - B03,11/26/2014,01/29/2015,Referred to Hearing - RTH,No,0.00,9,CRESCI BLVD,,HAZLET,NJ,07730,10306
DUBAI FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,02/05/2016,03/08/2016,No Satisfactory Agreement - NSA,No,0.00,8928,165TH ST,,JAMAICA,NY,11432,11010
"QUEENS AUTO MALL, INC.",Secondhand Dealer Auto - 005,Misrepresentation - M01,02/16/2016,03/02/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,13401,ATLANTIC AVE,,RICHMOND HILL,NY,11418,07205
WEST 39TH STREET LLC,Garage - 049,Surcharge/Overcharge - S02,01/27/2016,02/12/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,330,W 39TH ST,,NEW YORK,NY,10018,23503
BUILD IT CONTRACTORS CORP.,Home Improvement Contractor - 100,Breach of Contract - B03,12/17/2015,02/16/2016,Referred to Hearing - RTH,No,0.00,1525,DORCHESTER RD,,BROOKLYN,NY,11226,11228
QUIK PARK 801 GARAGE LLC,Garage - 049,Misrepresentation - M01,03/17/2015,04/28/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,247,W 37TH ST,FL 6,NEW YORK,NY,10018,10025
JWM INTERIORS,Home Improvement Contractor - 100,Non-Delivery of Service - N02,05/05/2015,07/16/2015,Advised to Sue - ATS,No,0.00,321,S 2ND ST,,LINDENHURST,NY,11757,11358
"KISS ELECTRONICS, INC.",Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,06/12/2015,06/24/2015,Cash Amount - AMT,Yes,30.00,230,W 125TH ST,,NEW YORK,NY,10027,10027
T&A CARPENTRY AND HOME RESTORA INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,05/01/2015,06/19/2015,Advised to Sue - ATS,No,0.00,454,VAN BRUNT ST,,BROOKLYN,NY,11231,11215
"AMERIFINANCIAL SOLUTIONS, LLC",Debt Collection Agency - 122,Billing Dispute - B02,05/27/2015,07/29/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,3114,CROASDAILE DR,STE 200,DURHAM,NC,27705,10475
BLUE OCEAN FISH,Supermarket - 819,,02/20/2015,03/12/2015,Complaint Invalid - CIN,NA,0.00,5024,CHURCH AVE,,BROOKLYN,NY,11203,11203
344 WEST 45TH ST. CORP.,Parking Lot - 050,Damaged Goods - D01,03/07/2016,04/21/2016,Advised to Sue - ATS,No,0.00,344,W 45TH ST,,NEW YORK,NY,10036,10543
DELTA SERVICES INC,Employment Agency - 034,Non-Delivery of Service - N02,05/05/2015,06/16/2015,Advised to Sue - ATS,No,0.00,160,PEARL ST,201,NEW YORK,NY,10005,11377
"BAYSIDE CHRYSLER/PLYMOUTH JEEP/EAGLE, INC.",Secondhand Dealer Auto - 005,Billing Dispute - B02,06/30/2015,09/02/2015,Advised to Sue - ATS,No,0.00,21219,NORTHERN BLVD,,BAYSIDE,NY,11361,11433
CHUNG AGAPE CORPORATION,Dry Cleaners - 230,Damaged Goods - D01,05/20/2015,07/13/2015,No Consumer Response - NCR,NA,0.00,7925,37TH AVE,,JACKSON HTS,NY,11372,11370
ACE DISCOUNT TIRES CORP.,Other,Quality of Work - Q01,10/07/2015,10/20/2015,Cash Amount - AMT,Yes,50.00,132,MORNINGSTAR RD,,STATEN ISLAND,NY,10303,
SP PLUS CORPORATION,Garage - 049,Surcharge/Overcharge - S02,05/08/2015,06/19/2015,Cash Amount - AMT,Yes,19.00,360,W 31ST ST,1100,NEW YORK,NY,10001,06880
MACY'S INCOPORATED,Furniture Sales - 242,Damaged Goods - D01,03/06/2015,04/03/2015,Cash Amount - AMT,Yes,600.00,151,W 34TH ST,,NEW YORK,NY,10001,10302
NY FURNITURE & FUTONS,Furniture Sales - 242,Non-Delivery of Goods - N01,11/19/2015,12/02/2015,Out of Business - OOB,NA,0.00,3243,STEINWAY ST,,ASTORIA,NY,11103,11106
PARK PLUS VALET SERVICE LLC,Parking Lot - 050,Lost Property - L02,10/23/2015,11/19/2015,Cash Amount - AMT,Yes,214.00,1110,SOUTH AVE,,STATEN ISLAND,NY,10314,07928
"SUN SAI GAI RESTAURANT,INC",Restaurant - 818,Surcharge/Overcharge - S02,08/04/2015,08/21/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,220,CANAL ST,,NEW YORK,NY,10013,75038
JC FRENCH CLEANERS,Dry Cleaners - 230,Lost Property - L02,02/04/2016,03/01/2016,Advised to Sue - ATS,No,0.00,8,W BURNSIDE AVE,,BRONX,NY,10453,10453
GRAY LINE NEW YORK SIGHTSEEING,Sightseeing Bus - 078,Advertising/General - A01,07/08/2015,08/21/2015,Cash Amount - AMT,Yes,59.00,777,8TH AVE,,NEW YORK,NY,10036,
DUANE PARK,Restaurant - 818,Surcharge/Overcharge - S02,01/07/2016,01/20/2016,Credit Card Refund and/or Contract Cancelled - CRC,Yes,27.00,308,BOWERY,,NEW YORK,NY,10012,
,Tax Preparers - 891,,06/25/2015,06/29/2015,Complaint Invalid - CIN,NA,0.00,,,,,,,10461
SPECTRE & CO.,Misc Non-Food Retail - 817,,04/15/2015,06/04/2015,Unable to Locate Business - ULV,NA,0.00,180,MADISON AVE,20,NEW YORK,NY,10016,11211
"FORDHAM AUTO SALES, INC.",Secondhand Dealer Auto - 005,Breach of Warranty - B04,02/16/2016,04/05/2016,Goods Repaired - GRS,Yes,0.00,235,W FORDHAM RD,,BRONX,NY,10468,10468
INS DYNAMICS INC.,Home Improvement Contractor - 100,Quality of Work - Q01,06/02/2015,07/27/2015,Cash Amount - AMT,Yes,4978.00,2201,NEPTUNE AVE,,BROOKLYN,NY,11224,11235
"THREE BROTHERS RESTORATION CONTRACTORS, INC",Home Improvement Contractor - 100,Quality of Work - Q01,08/17/2015,08/24/2015,No Business Response - NVR,No,0.00,2325,BORDEN AVE,,LONG ISLAND CIT,NY,11101,11412
"LINDO HOME FURNITURE, LTD.",Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,02/25/2016,03/28/2016,Goods Exchanged - GEX,Yes,800.00,1478,PITKIN AVE,,BROOKLYN,NY,11212,11212
HUFFMAN KOOS,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,03/13/2015,04/22/2015,Goods Received - GDR,Yes,1526.00,125,SOUTH ST,,PASSAIC,NJ,07055,11373
"SEARS, ROEBUCK AND CO.",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,02/19/2015,04/13/2015,Store Credit - SCR,Yes,43.00,3333,BEVERLY RD,B6-259B,HOFFMAN ESTATES,IL,60179,11355
MR MATTRESS,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,10/02/2015,10/08/2015,Cash Amount - AMT,Yes,130.00,371,E 204TH ST,,BRONX,NY,10467,10704
PHEN-TECH CONSTRUCTION AND FENCES LLC,Home Improvement Contractor - 100,Non-Delivery of Service - N02,08/18/2015,10/06/2015,Unable to Locate Business - ULV,NA,0.00,512,LINWOOD ST,FL 3,BROOKLYN,NY,11208,11236
"PLAZA OLDSMOBILE, LTD.",Auto Dealership - 212,Misrepresentation - M01,11/04/2015,12/23/2015,No Consumer Response - NCR,NA,0.00,2733,NOSTRAND AVE,,BROOKLYN,NY,11210,11230
99 ST. LAUNDRY LLC,Laundry - 064,Damaged Goods - D01,01/25/2016,02/17/2016,Cash Amount - AMT,Yes,81.00,5912,99TH ST,,CORONA,NY,11368,11368
JEWELRY TELEVISION PREFERRED ACCOUNT,Mailorder Misc - 319,Billing Dispute - B02,01/19/2016,03/04/2016,Advised to Sue - ATS,No,0.00,P O,,,ATLANTA,GA,30348,10462
I BUY CARS INC.,Secondhand Dealer Auto - 005,Damaged Goods - D01,05/20/2015,07/07/2015,Advised to Sue - ATS,No,0.00,690,HENDERSON AVE,,STATEN ISLAND,NY,10310,10302
MYLAH FURNITURE INC.,Furniture Sales - 242,Misrepresentation - M01,04/30/2015,06/03/2015,Goods Received - GDR,Yes,653.00,41,CHERRYTREE LN,,ROSLYN HEIGHTS,NY,11577,11233
,Other,,04/01/2015,04/06/2015,Cash Amount - AMT,Yes,2.00,,,,,,,11427
HOME BEYOND CENTER LLC,Home Improvement Contractor - 100,Breach of Contract - B03,12/30/2015,01/29/2016,Referred to Hearing - RTH,No,0.00,770,E JERICHO TPKE,,HUNTINGTN STA,NY,11746,11694
"MAJOR WORLD CHEVROLET, L.L.C.",Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,02/23/2016,03/23/2016,Cash Amount - AMT,Yes,28102.00,4340,NORTHERN BLVD,,LONG ISLAND CITY,NY,11101,11368
"B&Z AUTO ENTERPRISES, L.L.C.",Secondhand Dealer Auto - 005,Damaged Goods - D01,05/01/2015,05/18/2015,Goods Exchanged - GEX,Yes,3830.00,5869,BROADWAY,,BRONX,NY,10463,10463
,Secondhand Dealer Auto - 005,Misrepresentation - M01,08/04/2015,09/29/2015,Cash Amount - AMT,Yes,750.00,,,,,,,11223
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Non-Delivery of Goods - N01,09/15/2015,09/22/2015,Store Credit - SCR,Yes,652.00,428,TOLLAND TPKE,,MANCHESTER,CT,06042,10473
KHAN CONSTRUCTION COMPANY,Home Improvement Contractor - 100,Quality of Work - Q01,05/20/2015,07/02/2015,Advised to Sue - ATS,No,0.00,78,AVENUE T,,BROOKLYN,NY,11223,11214
NUPLUS TOWING AND RECOVERY CORP,Tow Truck Company - 124,Billing Dispute - B02,07/14/2015,08/19/2015,Cash Amount - AMT,Yes,136.00,2246,LIGHT ST,,BRONX,NY,10466,11208
AUTO DEALS LLC,Secondhand Dealer Auto - 005,Advertising/General - A01,01/21/2016,03/21/2016,Consumer Took Action - CTA,No,0.00,18739,JAMAICA AVE,,HOLLIS,NY,11423,10454
AMERICAN STANDARD GENERAL CONTRACTING CORP,Home Improvement Contractor - 100,Damaged Goods - D01,12/30/2015,02/03/2016,Goods Repaired - GRS,Yes,500.00,2330,LODOVICK AVE,,BRONX,NY,10469,10458
"JENNIFER CONVERTIBLES, INC.",Furniture Sales - 242,Damaged Goods - D01,07/13/2015,08/07/2015,No Satisfactory Agreement - NSA,No,0.00,417,CROSSWAYS PARK DR,,WOODBURY,NY,11797,10002
QUIK PARK WEST 12TH ST. LLC,Garage - 049,Surcharge/Overcharge - S02,04/14/2016,04/25/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,247,W 37TH ST,# 6/FL,NEW YORK,NY,10018,10014
CHURCH AVENUE PAWN SHOP INC.,Pawnbroker - 080,Damaged Goods - D01,12/18/2015,02/08/2016,Advised to Sue - ATS,No,0.00,2240,CHURCH AVE,,BROOKLYN,NY,11226,11226
"MOISHE'S MINI STORAGE, INC.",Storage Warehouse - 120,Billing Dispute - B02,01/11/2016,02/08/2016,Bill Reduced - BLR,Yes,325.00,833,40TH AVE,,LONG IS CITY,NY,11101,11101
PAUL COMMODORE & SONS LTD,Home Improvement Contractor - 100,Quality of Work - Q01,12/13/2014,02/11/2015,No Business Response - NVR,No,0.00,285,NEVINS ST,,BROOKLYN,NY,11217,11419
SHOTOKAN KARATE STUDIO OF SELF DEFENSE,Misc Non-Food Retail - 817,Misrepresentation - M01,02/11/2016,03/28/2016,Bill Reduced - BLR,Yes,480.00,21442,HILLSIDE AVE,,QUEENS VILLAGE,NY,11427,11423
"WILLIAMS, KIMBERLY",Debt Collection Agency - 122,Billing Dispute - B02,08/10/2015,09/11/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,8834,161ST ST,,JAMAICA,NY,11432,10303
BROOKLYN HEIGHTS LOCKSMITH,Locksmith - 062,Surcharge/Overcharge - S02,04/29/2015,05/12/2015,Advised to Sue - ATS,No,0.00,92,HENRY ST,,BROOKLYN,NY,11201,11201
EASY SHOPPING FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,06/16/2015,07/27/2015,No Satisfactory Agreement - NSA,No,0.00,474,WILLIS AVE,,BRONX,NY,10455,10454
ADACA DANCE,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,02/11/2016,02/25/2016,Advised to Sue - ATS,No,0.00,3806,NOSTRAND AVE,,BROOKLYN,NY,11235,11235
,Home Improvement Contractor - 100,Damaged Goods - D01,06/09/2015,08/14/2015,Referred to Hearing - RTH,No,0.00,,,,,,,11234
US DEPT OF EDUCATION,Debt Collection Agency - 122,Billing Dispute - B02,05/13/2015,05/27/2015,Bill Reduced - BLR,Yes,4600.00,181,MONTOUR RUN RD,,CORAOPOLIS,PA,15108,10075
ENTOURAGE FURNITURE INC,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,06/03/2015,08/06/2015,Advised to Sue - ATS,No,0.00,490,W 207TH ST,,NEW YORK,NY,10034,10031
CHANG WANG FOOD MARKET,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,06/03/2015,06/12/2015,Goods Exchanged - GEX,Yes,4.00,,,,,,,11204
TAKING OVER WIRELESS INC.,Electronic Store - 001,Defective Goods - D02,02/22/2016,02/29/2016,Credit Card Refund and/or Contract Cancelled - CRC,Yes,79.00,261,E FORDHAM RD,,BRONX,NY,10458,12586
"SIMM ASSOCIATES, INC.",Debt Collection Agency - 122,Harassment - H01,08/05/2015,09/01/2015,Bill Reduced - BLR,Yes,1070.00,800,PENCADER DR,,NEWARK,DE,19702,11218
HUFFMAN KOOS,Furniture Sales - 242,Non-Delivery of Goods - N01,01/21/2015,04/10/2015,No Business Response - NVR,No,0.00,125,SOUTH ST,,PASSAIC,NJ,07055,11358
"BAY RIDGE NISSAN, INC.",Secondhand Dealer Auto - 005,Misrepresentation - M01,01/08/2016,01/20/2016,Cash Amount - AMT,Yes,28000.00,6501,5TH AVE,,BROOKLYN,NY,11220,11236
"STELLAR RECOVERY, INC.",Debt Collection Agency - 122,Billing Dispute - B02,03/25/2016,03/30/2016,Bill Reduced - BLR,Yes,0.00,1327,US HIGHWAY S,STE 100,KALISPELL,MT,59901,10031
"GLOBAL RECEIVABLES SOLUTIONS, INC",Debt Collection Agency - 122,Misrepresentation - M01,12/29/2015,01/25/2016,Bill Reduced - BLR,Yes,432.00,7171,MERCY RD,250,OMAHA,NE,68106,11369
SLEEPY'S  LLC,Furniture Sales - 242,Non-Delivery of Goods - N01,02/12/2015,03/16/2015,No Satisfactory Agreement - NSA,No,0.00,1000,S OYSTER BAY RD,,HICKSVILLE,NY,11801,10452
EXPRESS FURNITURE WAREHOUSE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,10/30/2015,12/04/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,700,GRAND CONCOURSE,,BRONX,NY,10451,10002
QUIK PARK WEST 22 ST. LLC,Garage - 049,Exchange Goods/Contract Cancelled - E01,07/28/2015,09/23/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,247,W 37TH ST,FRNT 6,NEW YORK,NY,10018,19130
DRISCILLA AND LIVERPOOL CONSTRUCTION CORPORATION,Home Improvement Contractor - 100,Non-Delivery of Service - N02,10/02/2015,11/23/2015,Referred to Hearing - RTH,No,0.00,396,CORNELIA ST,,BROOKLYN,NY,11237,11691
N.Y NIGHT LIFE LLC.,Employment Agency - 034,Non-Delivery of Service - N02,01/28/2015,03/20/2015,Unable to Locate Business - ULV,NA,0.00,1501,BROADWAY,12,NEW YORK,NY,10036,11377
NCSPLUS INCORPORATED,Debt Collection Agency - 122,Billing Dispute - B02,05/11/2015,05/19/2015,Bill Reduced - BLR,Yes,895.00,117,E 24TH ST,,NEW YORK,NY,10010,10075
GABRIELA HARDWARE EXPRESS,Misc Non-Food Retail - 817,Misrepresentation - M01,07/24/2015,08/25/2015,Goods Exchanged - GEX,Yes,11.00,327,E 3RD ST,,NEW YORK,NY,10009,10002
CHEN UP & UP LAUNDROMAT INC,Laundry - 064,,04/23/2015,05/08/2015,Cash Amount - AMT,Yes,100.00,45,DIVISION ST,STE 218,NEW YORK,NY,10002,10009
"TARALLO KITCHEN AND BATH, INC.",Home Improvement Contractor - 100,Breach of Contract - B03,01/26/2016,03/08/2016,Referred to Hearing - RTH,No,0.00,1455,UNIONPORT RD,,BRONX,NY,10462,10462
ROC N SOLE,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,02/26/2016,04/04/2016,No Consumer Response - NCR,NA,0.00,492,ATLANTIC AVE,,BROOKLYN,NY,11217,11217
"BOB'S DISCOUNT FURNITURE, LLC",Furniture Sales - 242,Defective Goods - D02,06/16/2015,07/15/2015,Goods Exchanged - GEX,Yes,598.00,428,TOLLAND TPKE,,MANCHESTER,CT,06042,11691
"METROPCS NEW YORK, LLC",Electronic Store - 001,Surcharge/Overcharge - S02,02/08/2016,03/08/2016,Cash Amount - AMT,Yes,173.00,2711,CENTERVILLE RD,,WILMINGTON,DE,19808,10463
"EXCEL LOCKSMITH, INC.",Locksmith - 062,Billing Dispute - B02,04/08/2015,04/21/2015,Cash Amount - AMT,Yes,64.00,3801,HUDSON MANOR TER,,BRONX,NY,10463,11210
CDC RESTORATION INC,Home Improvement Contractor - 100,,03/07/2016,03/31/2016,Referred to Hearing - RTH,No,0.00,243,BEACH 124TH ST,,BELLE HARBOR,NY,11694,10016
TARGET CORPORATION,Electronic Store - 001,Misrepresentation - M01,11/12/2015,11/18/2015,Goods Exchanged - GEX,Yes,324.00,1598,FLATBUSH AVE,,BROOKLYN,NY,11210,11234
DISTINCTIVE PARKING LLC,Garage - 049,Damaged Goods - D01,07/09/2015,08/24/2015,Goods Repaired - GRS,Yes,294.00,205,E 38TH ST,,NEW YORK,NY,10016,07430
,Garage - 049,Damaged Goods - D01,07/30/2015,12/04/2015,Cash Amount - AMT,Yes,780.00,,,,,,,37203
FINIX USA CONSTRUCTION INC.,Home Improvement Contractor - 100,Non-Delivery of Service - N02,04/28/2015,06/08/2015,Referred to Hearing - RTH,No,0.00,2945,BRIGHTON 1ST ST,,BROOKLYN,NY,11235,11235
"DIGITAL ELECTRONICS HOUSE, INC.",Electronic Store - 001,Surcharge/Overcharge - S02,05/12/2015,05/01/2015,Credit Card Refund and/or Contract Cancelled - CRC,Yes,648.00,500,7TH AVE,,NEW YORK,NY,10018,
SCULLARI CONSTRUCTION INC.,Home Improvement Contractor - 100,Quality of Work - Q01,10/20/2015,11/23/2015,Bill Reduced - BLR,Yes,10000.00,10,2ND AVE,,ROCKY POINT,NY,11778,11218
"DIDAR CONSTRUCTION, INC.",Home Improvement Contractor - 100,Quality of Work - Q01,12/03/2014,01/29/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,11218,LIBERTY AVE,110,SOUTH RICHMOND HILL,NY,11419,11421
MV VARIETY DISCOUNT CORP,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,09/25/2015,10/09/2015,Advised to Sue - ATS,No,0.00,309,CHURCH AVE,,BROOKLYN,NY,11218,11218
"LA MIRAGE CAR PARK, INC.",Garage - 049,Damaged Goods - D01,12/31/2015,02/19/2016,Referred to Hearing - RTH,No,0.00,,,,,,,11691
T & J METRO PCS WHOLESALE & RETAIL INC.,Electronic Store - 001,Advertising/Misleading - A02,03/13/2015,05/01/2015,No Satisfactory Agreement - NSA,No,0.00,3358,FULTON ST,,BROOKLYN,NY,11208,11208
HARLEM VISION INC.,Misc Non-Food Retail - 817,Non-Delivery of Service - N02,02/03/2016,02/19/2016,Goods Received - GDR,Yes,0.00,454,MALCOLM X BLVD,,NEW YORK,NY,10037,10027
AMERICAN EUROPEAN TRAVEL,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,04/29/2015,05/19/2015,Unable to Locate Business - ULV,NA,0.00,14,WALL ST,20,NEW YORK,NY,10005,10009
"NAIDOO, KALIMOOTOO",Employment Agency - 034,Non-Delivery of Service - N02,10/20/2015,10/22/2015,Cash Amount - AMT,Yes,150.00,7230,BROADWAY,4,JACKSON HEIGHTS,NY,11372,11368
CELL PHONES OF HARLEM INC.,Electronic Store - 001,Surcharge/Overcharge - S02,05/04/2015,07/01/2015,Advised to Sue - ATS,No,0.00,16,W 125TH ST,,NEW YORK,NY,10027,10037
ALEJANDRO FURNITURE OF NY INC,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,05/19/2015,07/30/2015,Advised to Sue - ATS,No,0.00,9512,37TH AVE,,JACKSON HTS,NY,11372,11373
DANNY TRAVEL INC,Travel Agency - 440,Non-Delivery of Goods - N01,01/26/2016,03/01/2016,Store Credit - SCR,Yes,500.00,310,E 46TH ST,6W,NEW YORK,NY,10017,11385
GOTHIC CABINET CRAFT INC.,Furniture Sales - 242,Defective Goods - D02,04/08/2015,05/21/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,5877,57TH ST,,MASPETH,NY,11378,10458
"MED-REV RECOVERIES, INC.",Debt Collection Agency - 122,Billing Dispute - B02,05/21/2015,06/30/2015,No Consumer Response - NCR,NA,0.00,100,METRO PK DR,STE 100,LIVERPOOL,NY,13088,11435
NEW ABSOLUTE LAUNDROMAT III INC.,Laundry - 064,Damaged Goods - D01,07/23/2015,07/30/2015,Cash Amount - AMT,Yes,250.00,155,E 33RD ST,,NEW YORK,NY,10016,10016
VERIZON WIRELESS CORPORATE OFFICE,Electronic Store - 001,Surcharge/Overcharge - S02,05/11/2015,05/19/2015,Bill Reduced - BLR,Yes,1700.00,15,FEDERAL RD,,BROOKFIELD,CT,06804,10456
PURE YOGA,Misc Non-Food Retail - 817,Breach of Contract - B03,12/29/2015,02/08/2016,Advised to Sue - ATS,No,0.00,203,E 86TH ST,,NEW YORK,NY,10028,10021
PENN CREDIT CORPORATION,Debt Collection Agency - 122,Quality of Work - Q01,10/22/2015,12/01/2015,Resolved and Consumer Satisfied - SPF,Yes,0.00,916,S 14TH ST,,HARRISBURG,PA,17104,10458
"ENHANCED RECOVERY COMPANY, LLC",Debt Collection Agency - 122,Billing Dispute - B02,10/29/2015,11/05/2015,Bill Reduced - BLR,Yes,431.00,8014,BAYBERRY RD,,JACKSONVILLE,FL,32256,11231
"COLLECTO, INC.",Debt Collection Agency - 122,Billing Dispute - B02,01/08/2016,02/02/2016,Resolved and Consumer Satisfied - SPF,Yes,0.00,700,LONGWATER DR,,NORWELL,MA,02061,
"MAJOR CHEVROLET, INC.",Secondhand Dealer Auto - 005,Misrepresentation - M01,12/19/2014,02/24/2015,Goods Repaired - GRS,Yes,0.00,4340,NORTHERN BLVD,,LONG IS CITY,NY,11101,11436
BARCELONA CONTRACTING CORP.,Home Improvement Contractor - 100,Breach of Contract - B03,04/23/2015,06/16/2015,Goods Repaired - GRS,Yes,0.00,10728,156TH ST,,JAMAICA,NY,11433,11385
,Home Improvement Contractor - 100,Breach of Contract - B03,02/25/2015,05/15/2015,Referred to Hearing - RTH,No,0.00,,,,,,,11103
"CHINATOWN SUPERMARKET OF MANHATTAN, INC.",Supermarket - 819,Exchange Goods/Contract Cancelled - E01,02/04/2016,02/12/2016,Goods Exchanged - GEX,Yes,2.00,109,E BROADWAY,,NEW YORK,NY,10002,11355
H & M,Wearing Apparel - 450,Surcharge/Overcharge - S02,12/16/2014,02/12/2015,No Satisfactory Agreement - NSA,No,0.00,435,7TH AVE,,NEW YORK,NY,10001,10463
DeSheli,Health Spa - 839,,06/25/2015,08/12/2015,Advised to Sue - ATS,No,0.00,587,5TH AVE,3,NEW YORK,NY,10017,
"J & B CLEANERS, INC.",Dry Cleaners - 230,Damaged Goods - D01,11/02/2015,11/19/2015,Advised to Sue - ATS,No,0.00,149,AMSTERDAM AVE,,NEW YORK,NY,10023,10010
U.S. CONSULTING,Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,12/16/2014,02/10/2015,Unable to Locate Business - ULV,NA,0.00,424,BRIGHTON BEACH AVE,,BROOKLYN,NY,11235,11223
